OBJECTID,ntd_id,shape_id,route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_type_text,route_url,route_color,route_color_formatted,route_text_color,route_text_color_formatted,download_date,Shape__Length
1139,00008;00058,580397,9,TRIMET,9,Powell Blvd,,3,Bus,https://trimet.org/schedules/r009.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.296234117196533
1140,00008;00058,580398,9,TRIMET,9,Powell Blvd,,3,Bus,https://trimet.org/schedules/r009.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.148483155410031
1141,00008;00058,580399,9,TRIMET,9,Powell Blvd,,3,Bus,https://trimet.org/schedules/r009.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.146769943666168
1142,00008;00058,580400,9,TRIMET,9,Powell Blvd,,3,Bus,https://trimet.org/schedules/r009.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.236443996673559
1143,00008;00058,580401,9,TRIMET,9,Powell Blvd,,3,Bus,https://trimet.org/schedules/r009.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.295467416558183
1144,00008;00058,580402,9,TRIMET,9,Powell Blvd,,3,Bus,https://trimet.org/schedules/r009.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.299298543443549
1145,00008;00058,580403,9,TRIMET,9,Powell Blvd,,3,Bus,https://trimet.org/schedules/r009.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.154222946776303
1146,00008;00058,580404,9,TRIMET,9,Powell Blvd,,3,Bus,https://trimet.org/schedules/r009.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.29700128065528
1147,00008;00058,580405,9,TRIMET,9,Powell Blvd,,3,Bus,https://trimet.org/schedules/r009.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.300832407540646
1148,00008;00058,580406,10,TRIMET,10,Harold St,,3,Bus,https://trimet.org/schedules/r010.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.234408778852932
1149,00008;00058,580407,10,TRIMET,10,Harold St,,3,Bus,https://trimet.org/schedules/r010.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.135500540578304
1150,00008;00058,580408,10,TRIMET,10,Harold St,,3,Bus,https://trimet.org/schedules/r010.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.25130542408631
1151,00008;00058,580409,11,TRIMET,11,Rivergate/Marine Dr,,3,Bus,https://trimet.org/schedules/r011.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.254176724111722
1152,00008;00058,580410,11,TRIMET,11,Rivergate/Marine Dr,,3,Bus,https://trimet.org/schedules/r011.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.243737315591218
1153,00008;00058,580411,11,TRIMET,11,Rivergate/Marine Dr,,3,Bus,https://trimet.org/schedules/r011.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.243140357071928
1154,00008;00058,580412,11,TRIMET,11,Rivergate/Marine Dr,,3,Bus,https://trimet.org/schedules/r011.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.243737315591218
1155,00008;00058,580413,12,TRIMET,12,Barbur/Sandy Blvd,,3,Bus,https://trimet.org/schedules/r012.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.17350918465725
1156,00008;00058,580414,12,TRIMET,12,Barbur/Sandy Blvd,,3,Bus,https://trimet.org/schedules/r012.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.28821454431595
1157,00008;00058,580415,12,TRIMET,12,Barbur/Sandy Blvd,,3,Bus,https://trimet.org/schedules/r012.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.173117832429665
1158,00008;00058,580416,12,TRIMET,12,Barbur/Sandy Blvd,,3,Bus,https://trimet.org/schedules/r012.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.124316938865394
1159,00008;00058,580417,12,TRIMET,12,Barbur/Sandy Blvd,,3,Bus,https://trimet.org/schedules/r012.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.287823192088365
1160,00008;00058,580418,12,TRIMET,12,Barbur/Sandy Blvd,,3,Bus,https://trimet.org/schedules/r012.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.133582129576995
1161,00008;00058,580419,12,TRIMET,12,Barbur/Sandy Blvd,,3,Bus,https://trimet.org/schedules/r012.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.171528321904828
1162,00008;00058,580420,12,TRIMET,12,Barbur/Sandy Blvd,,3,Bus,https://trimet.org/schedules/r012.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.295845260770221
1163,00008;00058,580421,12,TRIMET,12,Barbur/Sandy Blvd,,3,Bus,https://trimet.org/schedules/r012.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.177703726042947
1164,00008;00058,580422,12,TRIMET,12,Barbur/Sandy Blvd,,3,Bus,https://trimet.org/schedules/r012.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.181139901111522
1165,00008;00058,580423,12,TRIMET,12,Barbur/Sandy Blvd,,3,Bus,https://trimet.org/schedules/r012.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.138195542211575
1166,00008;00058,580424,12,TRIMET,12,Barbur/Sandy Blvd,,3,Bus,https://trimet.org/schedules/r012.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.287384328319553
1167,00008;00058,580425,12,TRIMET,12,Barbur/Sandy Blvd,,3,Bus,https://trimet.org/schedules/r012.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.287384328319553
1168,00008;00058,580426,12,TRIMET,12,Barbur/Sandy Blvd,,3,Bus,https://trimet.org/schedules/r012.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.289899458210915
1169,00008;00058,580427,12,TRIMET,12,Barbur/Sandy Blvd,,3,Bus,https://trimet.org/schedules/r012.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.140710672102936
1170,00008;00058,580428,12,TRIMET,12,Barbur/Sandy Blvd,,3,Bus,https://trimet.org/schedules/r012.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.127450891049114
1171,00008;00058,580429,12,TRIMET,12,Barbur/Sandy Blvd,,3,Bus,https://trimet.org/schedules/r012.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.128036562739259
1172,00008;00058,580430,12,TRIMET,12,Barbur/Sandy Blvd,,3,Bus,https://trimet.org/schedules/r012.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.127450891049114
1173,00008;00058,580431,12,TRIMET,12,Barbur/Sandy Blvd,,3,Bus,https://trimet.org/schedules/r012.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.159933437270439
1174,00008;00058,580432,12,TRIMET,12,Barbur/Sandy Blvd,,3,Bus,https://trimet.org/schedules/r012.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.166924662252437
1175,00008;00058,580433,12,TRIMET,12,Barbur/Sandy Blvd,,3,Bus,https://trimet.org/schedules/r012.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.129966020940476
1176,00008;00058,580434,12,TRIMET,12,Barbur/Sandy Blvd,,3,Bus,https://trimet.org/schedules/r012.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.289815695082547
1177,00008;00058,580435,14,TRIMET,14,Hawthorne/Foster,,3,Bus,https://trimet.org/schedules/r014.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.137971480555749
1178,00008;00058,580436,14,TRIMET,14,Hawthorne/Foster,,3,Bus,https://trimet.org/schedules/r014.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.138425824106376
1179,00008;00058,580437,15,TRIMET,15,Belmont/NW 23rd,,3,Bus,https://trimet.org/schedules/r015.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.0898300363084688
1180,00008;00058,580438,15,TRIMET,15,Belmont/NW 23rd,,3,Bus,https://trimet.org/schedules/r015.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.249723144591712
1181,00008;00058,580439,15,TRIMET,15,Belmont/NW 23rd,,3,Bus,https://trimet.org/schedules/r015.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.159893108283243
1182,00008;00058,580440,15,TRIMET,15,Belmont/NW 23rd,,3,Bus,https://trimet.org/schedules/r015.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.207465328981057
1183,00008;00058,580441,15,TRIMET,15,Belmont/NW 23rd,,3,Bus,https://trimet.org/schedules/r015.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.0475722206978135
1184,00008;00058,580442,15,TRIMET,15,Belmont/NW 23rd,,3,Bus,https://trimet.org/schedules/r015.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.237698675847248
1185,00008;00058,580443,15,TRIMET,15,Belmont/NW 23rd,,3,Bus,https://trimet.org/schedules/r015.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.169390463178142
1186,00008;00058,580444,15,TRIMET,15,Belmont/NW 23rd,,3,Bus,https://trimet.org/schedules/r015.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.0500684041812269
1187,00008;00058,580445,15,TRIMET,15,Belmont/NW 23rd,,3,Bus,https://trimet.org/schedules/r015.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.200206466414204
1188,00008;00058,580446,16,TRIMET,16,Front Ave/St Helens Rd,,3,Bus,https://trimet.org/schedules/r016.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.236583045587646
1189,00008;00058,580447,16,TRIMET,16,Front Ave/St Helens Rd,,3,Bus,https://trimet.org/schedules/r016.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.2417095422887
1190,00008;00058,580448,16,TRIMET,16,Front Ave/St Helens Rd,,3,Bus,https://trimet.org/schedules/r016.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.239748308859468
1191,00008;00058,580449,17,TRIMET,17,Holgate/Broadway,,3,Bus,https://trimet.org/schedules/r017.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.112719978304986
1192,00008;00058,580450,17,TRIMET,17,Holgate/Broadway,,3,Bus,https://trimet.org/schedules/r017.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.102695917500195
1193,00008;00058,580451,17,TRIMET,17,Holgate/Broadway,,3,Bus,https://trimet.org/schedules/r017.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.186665300751729
1194,00008;00058,580452,17,TRIMET,17,Holgate/Broadway,,3,Bus,https://trimet.org/schedules/r017.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.185102406222729
1195,00008;00058,580453,17,TRIMET,17,Holgate/Broadway,,3,Bus,https://trimet.org/schedules/r017.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.174089774370583
1196,00008;00058,580454,17,TRIMET,17,Holgate/Broadway,,3,Bus,https://trimet.org/schedules/r017.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.276785691870778
1197,00008;00058,580455,17,TRIMET,17,Holgate/Broadway,,3,Bus,https://trimet.org/schedules/r017.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.0968689910057419
1198,00008;00058,580456,17,TRIMET,17,Holgate/Broadway,,3,Bus,https://trimet.org/schedules/r017.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.21656876102251
1199,00008;00058,580457,17,TRIMET,17,Holgate/Broadway,,3,Bus,https://trimet.org/schedules/r017.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.226987410611843
1200,00008;00058,580458,17,TRIMET,17,Holgate/Broadway,,3,Bus,https://trimet.org/schedules/r017.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.223156283726477
1201,00008;00058,580459,17,TRIMET,17,Holgate/Broadway,,3,Bus,https://trimet.org/schedules/r017.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.313437752028252
1202,00008;00058,580460,18,TRIMET,18,Hillside,,3,Bus,https://trimet.org/schedules/r018.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.0730589971005475
1203,00008;00058,580461,18,TRIMET,18,Hillside,,3,Bus,https://trimet.org/schedules/r018.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.0748772593495386
1204,00008;00058,580462,19,TRIMET,19,Woodstock/Glisan,,3,Bus,https://trimet.org/schedules/r019.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.313757088545921
1205,00008;00058,580463,19,TRIMET,19,Woodstock/Glisan,,3,Bus,https://trimet.org/schedules/r019.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.302548030056072
1206,00008;00058,580464,19,TRIMET,19,Woodstock/Glisan,,3,Bus,https://trimet.org/schedules/r019.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.336816063159942
1207,00008;00058,580465,19,TRIMET,19,Woodstock/Glisan,,3,Bus,https://trimet.org/schedules/r019.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.325607004670093
1208,00008;00058,580466,19,TRIMET,19,Woodstock/Glisan,,3,Bus,https://trimet.org/schedules/r019.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.128116024085637
1209,00008;00058,580467,19,TRIMET,19,Woodstock/Glisan,,3,Bus,https://trimet.org/schedules/r019.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.168454529207009
1210,00008;00058,580468,19,TRIMET,19,Woodstock/Glisan,,3,Bus,https://trimet.org/schedules/r019.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.174432005970434
1211,00008;00058,580469,19,TRIMET,19,Woodstock/Glisan,,3,Bus,https://trimet.org/schedules/r019.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.301796485925852
1212,00008;00058,580470,19,TRIMET,19,Woodstock/Glisan,,3,Bus,https://trimet.org/schedules/r019.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.336630986657475
1213,00008;00058,580471,19,TRIMET,19,Woodstock/Glisan,,3,Bus,https://trimet.org/schedules/r019.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.327674492274928
1214,00008;00058,580472,19,TRIMET,19,Woodstock/Glisan,,3,Bus,https://trimet.org/schedules/r019.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.137832730114814
1215,00008;00058,580473,19,TRIMET,19,Woodstock/Glisan,,3,Bus,https://trimet.org/schedules/r019.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.17171542148457
1216,00008;00058,580474,19,TRIMET,19,Woodstock/Glisan,,3,Bus,https://trimet.org/schedules/r019.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.130081064441282
1217,00008;00058,580475,20,TRIMET,20,Burnside/Stark,,3,Bus,https://trimet.org/schedules/r020.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.502879451985895
1218,00008;00058,580476,20,TRIMET,20,Burnside/Stark,,3,Bus,https://trimet.org/schedules/r020.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.500222841806507
1219,00008;00058,580477,20,TRIMET,20,Burnside/Stark,,3,Bus,https://trimet.org/schedules/r020.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.508171842652623
1220,00008;00058,580478,21,TRIMET,21,Sandy Blvd/223rd,,3,Bus,https://trimet.org/schedules/r021.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.21445380322995
1221,00008;00058,580479,21,TRIMET,21,Sandy Blvd/223rd,,3,Bus,https://trimet.org/schedules/r021.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.211612815147226
1222,00008;00058,580480,21,TRIMET,21,Sandy Blvd/223rd,,3,Bus,https://trimet.org/schedules/r021.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.214506938212949
1223,00008;00058,580481,21,TRIMET,21,Sandy Blvd/223rd,,3,Bus,https://trimet.org/schedules/r021.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.212251621820369
1224,00008;00058,580482,21,TRIMET,21,Sandy Blvd/223rd,,3,Bus,https://trimet.org/schedules/r021.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.0241958858078736
1225,00008;00058,580483,21,TRIMET,21,Sandy Blvd/223rd,,3,Bus,https://trimet.org/schedules/r021.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.212781820132858
1226,00008;00058,580484,21,TRIMET,21,Sandy Blvd/223rd,,3,Bus,https://trimet.org/schedules/r021.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.210137014936716
1227,00008;00058,580485,21,TRIMET,21,Sandy Blvd/223rd,,3,Bus,https://trimet.org/schedules/r021.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.212650394244002
1228,00008;00058,580486,22,TRIMET,22,Parkrose,,3,Bus,https://trimet.org/schedules/r022.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.0738563815046842
1229,00008;00058,580487,22,TRIMET,22,Parkrose,,3,Bus,https://trimet.org/schedules/r022.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.105948782315074
1230,00008;00058,580488,23,TRIMET,23,San Rafael,,3,Bus,https://trimet.org/schedules/r023.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.0943040734809677
1231,00008;00058,580489,23,TRIMET,23,San Rafael,,3,Bus,https://trimet.org/schedules/r023.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.0915820013213827
1232,00008;00058,580490,24,TRIMET,24,Fremont/NW 18th,,3,Bus,https://trimet.org/schedules/r024.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.22071772610889
1233,00008;00058,580491,24,TRIMET,24,Fremont/NW 18th,,3,Bus,https://trimet.org/schedules/r024.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.223008814137634
1234,00008;00058,580492,25,TRIMET,25,Glisan/Troutdale Rd,,3,Bus,https://trimet.org/schedules/r025.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.21676560733146
1235,00008;00058,580493,25,TRIMET,25,Glisan/Troutdale Rd,,3,Bus,https://trimet.org/schedules/r025.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.217233807828886
1236,00008;00058,580494,26,TRIMET,26,Thurman/NW 18th,,3,Bus,https://trimet.org/schedules/r026.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.0577327211881169
1237,00008;00058,580495,26,TRIMET,26,Thurman/NW 18th,,3,Bus,https://trimet.org/schedules/r026.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.0460244231112016
1238,00008;00058,580496,29,TRIMET,29,Lake/Webster Rd,,3,Bus,https://trimet.org/schedules/r029.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.158146111040765
1239,00008;00058,580497,29,TRIMET,29,Lake/Webster Rd,,3,Bus,https://trimet.org/schedules/r029.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.154402116875757
1240,00008;00058,580498,30,TRIMET,30,Estacada,,3,Bus,https://trimet.org/schedules/r030.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.37983405156922
1241,00008;00058,580499,30,TRIMET,30,Estacada,,3,Bus,https://trimet.org/schedules/r030.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.380980288897491
1242,00008;00058,580500,31,TRIMET,31,Webster Rd,,3,Bus,https://trimet.org/schedules/r031.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.133671237196592
1243,00008;00058,580501,31,TRIMET,31,Webster Rd,,3,Bus,https://trimet.org/schedules/r031.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.133958904500924
1244,00008;00058,580502,31,TRIMET,31,Webster Rd,,3,Bus,https://trimet.org/schedules/r031.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.14258094496605
1245,00008;00058,580503,32,TRIMET,32,Oatfield,,3,Bus,https://trimet.org/schedules/r032.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.121675303682975
1246,00008;00058,580504,32,TRIMET,32,Oatfield,,3,Bus,https://trimet.org/schedules/r032.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.256576789496476
1247,00008;00058,580505,32,TRIMET,32,Oatfield,,3,Bus,https://trimet.org/schedules/r032.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.118293033787542
1248,00008;00058,580506,32,TRIMET,32,Oatfield,,3,Bus,https://trimet.org/schedules/r032.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.255807328260768
1249,00008;00058,580507,32,TRIMET,32,Oatfield,,3,Bus,https://trimet.org/schedules/r032.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.253090595375744
1250,00008;00058,580508,33,TRIMET,33,McLoughlin/King Rd,,3,Bus,https://trimet.org/schedules/r033.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.189239375982238
1251,00008;00058,580509,33,TRIMET,33,McLoughlin/King Rd,,3,Bus,https://trimet.org/schedules/r033.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.27734147439988
1252,00008;00058,580510,33,TRIMET,33,McLoughlin/King Rd,,3,Bus,https://trimet.org/schedules/r033.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.279322565989932
1253,00008;00058,580511,34,TRIMET,34,Linwood/River Rd,,3,Bus,https://trimet.org/schedules/r034.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.328968805745442
1254,00008;00058,580512,34,TRIMET,34,Linwood/River Rd,,3,Bus,https://trimet.org/schedules/r034.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.315892010372513
1255,00008;00058,580513,34,TRIMET,34,Linwood/River Rd,,3,Bus,https://trimet.org/schedules/r034.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.0392570958998599
1256,00008;00058,580514,35,TRIMET,35,Macadam/Greeley,,3,Bus,https://trimet.org/schedules/r035.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.126776362589404
1257,00008;00058,580515,35,TRIMET,35,Macadam/Greeley,,3,Bus,https://trimet.org/schedules/r035.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.238611104348274
1258,00008;00058,580516,35,TRIMET,35,Macadam/Greeley,,3,Bus,https://trimet.org/schedules/r035.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.365338792164016
1259,00008;00058,580517,35,TRIMET,35,Macadam/Greeley,,3,Bus,https://trimet.org/schedules/r035.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.365387466937678
1260,00008;00058,580518,35,TRIMET,35,Macadam/Greeley,,3,Bus,https://trimet.org/schedules/r035.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.252273217488654
1261,00008;00058,580519,35,TRIMET,35,Macadam/Greeley,,3,Bus,https://trimet.org/schedules/r035.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.379049580078058
1262,00008;00058,580520,35,TRIMET,35,Macadam/Greeley,,3,Bus,https://trimet.org/schedules/r035.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.238562429574612
1263,00008;00058,580521,35,TRIMET,35,Macadam/Greeley,,3,Bus,https://trimet.org/schedules/r035.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.365919492104249
1264,00008;00058,580522,35,TRIMET,35,Macadam/Greeley,,3,Bus,https://trimet.org/schedules/r035.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.365850020629847
1265,00008;00058,580523,35,TRIMET,35,Macadam/Greeley,,3,Bus,https://trimet.org/schedules/r035.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.125334016884059
1266,00008;00058,580524,35,TRIMET,35,Macadam/Greeley,,3,Bus,https://trimet.org/schedules/r035.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.24058547522019
1267,00008;00058,580525,35,TRIMET,35,Macadam/Greeley,,3,Bus,https://trimet.org/schedules/r035.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.380438159785143
1268,00008;00058,580526,35,TRIMET,35,Macadam/Greeley,,3,Bus,https://trimet.org/schedules/r035.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.240516003745788
1269,00008;00058,580527,37,TRIMET,37,Lake Grove,,3,Bus,https://trimet.org/schedules/r037.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.0990257894903437
