OBJECTID,ntd_id,shape_id,route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_type_text,route_url,route_color,route_color_formatted,route_text_color,route_text_color_formatted,download_date,Shape__Length
912,00006,77,77,,12,Fair Ave. / No. 4th St.,,3,Bus,,6d0ecc,"(109, 14, 204)",ffffff,"(255, 255, 255)",12/02/2024,0.124421814684984
913,00006,79,79,,4A,Fruitvale / Mead - For Revision,For Revision Only,3,Bus,,41ff24,"(65, 255, 36)",ffffff,"(255, 255, 255)",12/02/2024,0.231988714521317
914,00006,9,9,,3,Mead / Fruitvale,,3,Bus,,e60000,"(230, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.240478369300378
915,00007,26553,01,LTD,01,Campbell Center,,3,Bus,,,,,,12/02/2024,0.018119262960354
916,00007,26554,01,LTD,01,Campbell Center,,3,Bus,,,,,,12/02/2024,0.0170304862111278
917,00007,26555,103,LTD,EmX,EmX,,3,Bus,,,,,,12/02/2024,0.0812823312880232
918,00007,26557,103,LTD,EmX,EmX,,3,Bus,,,,,,12/02/2024,0.044237280965511
919,00007,26558,103,LTD,EmX,EmX,,3,Bus,,,,,,12/02/2024,0.118670893624839
920,00007,26560,103,LTD,EmX,EmX,,3,Bus,,,,,,12/02/2024,0.208903419951106
921,00007,26561,103,LTD,EmX,EmX,,3,Bus,,,,,,12/02/2024,0.245948470273619
922,00007,26562,103,LTD,EmX,EmX,,3,Bus,,,,,,12/02/2024,0.241779747462607
923,00007,26563,103,LTD,EmX,EmX,,3,Bus,,,,,,12/02/2024,0.206094511236548
924,00007,26564,103,LTD,EmX,EmX,,3,Bus,,,,,,12/02/2024,0.0441560981946525
925,00007,26565,103,LTD,EmX,EmX,,3,Bus,,,,,,12/02/2024,0.079841334420712
926,00007,26566,103,LTD,EmX,EmX,,3,Bus,,,,,,12/02/2024,0.0755939255847474
927,00007,26567,103,LTD,EmX,EmX,,3,Bus,,,,,,12/02/2024,0.155457870544734
928,00007,26568,11,LTD,11,Thurston,,3,Bus,,,,,,12/02/2024,0.103022056026029
929,00007,26569,11,LTD,11,Thurston,,3,Bus,,,,,,12/02/2024,0.159182465665398
930,00007,26570,12,LTD,12,Gateway,,3,Bus,,,,,,12/02/2024,0.0668240134872249
931,00007,26571,12,LTD,12,Gateway,,3,Bus,,,,,,12/02/2024,0.0952615269514062
932,00007,26572,12,LTD,12,Gateway,,3,Bus,,,,,,12/02/2024,0.141148437103947
933,00007,26573,13,LTD,13,Centennial,,3,Bus,,,,,,12/02/2024,0.111490566108909
934,00007,26574,13,LTD,13,Centennial,,3,Bus,,,,,,12/02/2024,0.116884920247391
935,00007,26575,17,LTD,17,5th Street/Hayden Bridge,,3,Bus,,,,,,12/02/2024,0.0607233136572044
936,00007,26576,17,LTD,17,5th Street/Hayden Bridge,,3,Bus,,,,,,12/02/2024,0.0548612629859925
937,00007,26577,18,LTD,18,Mohawk,,3,Bus,,,,,,12/02/2024,0.0436199732970301
938,00007,26578,18,LTD,18,Mohawk,,3,Bus,,,,,,12/02/2024,0.0615110517618956
939,00007,26579,24,LTD,24,Donald,,3,Bus,,,,,,12/02/2024,0.0181789230784807
940,00007,26580,24,LTD,24,Donald,,3,Bus,,,,,,12/02/2024,0.0617389525081492
941,00007,26581,24,LTD,24,Donald,,3,Bus,,,,,,12/02/2024,0.0100214469551939
942,00007,26582,24,LTD,24,Donald,,3,Bus,,,,,,12/02/2024,0.0656002723725498
943,00007,26585,28,LTD,28,Hilyard,,3,Bus,,,,,,12/02/2024,0.0343702519206193
944,00007,26586,28,LTD,28,Hilyard,,3,Bus,,,,,,12/02/2024,0.0759339752234882
945,00007,26587,28,LTD,28,Hilyard,,3,Bus,,,,,,12/02/2024,0.0294826942687777
946,00007,26588,28,LTD,28,Hilyard,,3,Bus,,,,,,12/02/2024,0.075520148398022
947,00007,26589,33,LTD,33,Jefferson,,3,Bus,,,,,,12/02/2024,0.0802791590748281
948,00007,26590,33,LTD,33,Jefferson,,3,Bus,,,,,,12/02/2024,0.0815336256084175
949,00007,26591,36,LTD,36,West 18th Ave.,,3,Bus,,,,,,12/02/2024,0.0967409472104842
950,00007,26592,36,LTD,36,West 18th Ave.,,3,Bus,,,,,,12/02/2024,0.064887364596298
951,00007,26593,36,LTD,36,West 18th Ave.,,3,Bus,,,,,,12/02/2024,0.0992121334173116
952,00007,26594,36,LTD,36,West 18th Ave.,,3,Bus,,,,,,12/02/2024,0.0985610380591627
953,00007,26595,36,LTD,36,West 18th Ave.,,3,Bus,,,,,,12/02/2024,0.0963509093015196
954,00007,26596,40,LTD,40,Echo Hollow,,3,Bus,,,,,,12/02/2024,0.129799628610575
955,00007,26597,40,LTD,40,Echo Hollow,,3,Bus,,,,,,12/02/2024,0.114590582516309
956,00007,26598,41,LTD,41,Barger/West 11th Ave.,,3,Bus,,,,,,12/02/2024,0.191065621366581
957,00007,26599,41,LTD,41,Barger/West 11th Ave.,,3,Bus,,,,,,12/02/2024,0.19214558139957
958,00007,26600,41,LTD,41,Barger/West 11th Ave.,,3,Bus,,,,,,12/02/2024,0.179770551061464
959,00007,26601,41,LTD,41,Barger/West 11th Ave.,,3,Bus,,,,,,12/02/2024,0.165821187812033
960,00007,26602,41,LTD,41,Barger/West 11th Ave.,,3,Bus,,,,,,12/02/2024,0.0803557544715286
961,00007,26603,51,LTD,51,River Road,,3,Bus,,,,,,12/02/2024,0.134867741484044
962,00007,26604,51,LTD,51,River Road,,3,Bus,,,,,,12/02/2024,0.0542618365761552
963,00007,26605,51,LTD,51,River Road,,3,Bus,,,,,,12/02/2024,0.096668827991868
964,00007,26606,52,LTD,52,Irving,,3,Bus,,,,,,12/02/2024,0.125520769982101
965,00007,26607,52,LTD,52,Irving,,3,Bus,,,,,,12/02/2024,0.141683115938974
966,00007,26608,52,LTD,52,Irving,,3,Bus,,,,,,12/02/2024,0.113967925664327
967,00007,26609,55,LTD,55,North Park,,3,Bus,,,,,,12/02/2024,0.139840220980813
968,00007,26610,55,LTD,55,North Park,,3,Bus,,,,,,12/02/2024,0.130787582432648
969,00007,26611,66,LTD,66,VRC/Coburg Road,,3,Bus,,,,,,12/02/2024,0.100747381498288
970,00007,26612,66,LTD,66,VRC/Coburg Road,,3,Bus,,,,,,12/02/2024,0.102072567275211
971,00007,26613,66,LTD,66,VRC/Coburg Road,,3,Bus,,,,,,12/02/2024,0.0418128144703656
972,00007,26614,66,LTD,66,VRC/Coburg Road,,3,Bus,,,,,,12/02/2024,0.113407875766101
973,00007,26615,67,LTD,67,Coburg Road/VRC,,3,Bus,,,,,,12/02/2024,0.107775095447227
974,00007,26616,67,LTD,67,Coburg Road/VRC,,3,Bus,,,,,,12/02/2024,0.0403041024790927
975,00007,26617,67,LTD,67,Coburg Road/VRC,,3,Bus,,,,,,12/02/2024,0.0876491273400737
976,00007,26618,67,LTD,67,Coburg Road/VRC,,3,Bus,,,,,,12/02/2024,0.103779093739819
977,00007,26619,67,LTD,67,Coburg Road/VRC,,3,Bus,,,,,,12/02/2024,0.115915626670851
978,00007,26620,79x,LTD,79x,UO/Kinsrow,,3,Bus,,,,,,12/02/2024,0.0230756276418591
979,00007,26621,79x,LTD,79x,UO/Kinsrow,,3,Bus,,,,,,12/02/2024,0.0177518630962873
980,00007,26622,81,LTD,81,LCC/Harris,,3,Bus,,,,,,12/02/2024,0.0999904266712023
981,00007,26623,81,LTD,81,LCC/Harris,,3,Bus,,,,,,12/02/2024,0.103868076258117
982,00007,26624,82,LTD,82,LCC/Pearl,,3,Bus,,,,,,12/02/2024,0.0902577185148719
983,00007,26625,82,LTD,82,LCC/Pearl,,3,Bus,,,,,,12/02/2024,0.0870686078466659
984,00007,26626,85,LTD,85,LCC/Springfield,,3,Bus,,,,,,12/02/2024,0.065879412450569
985,00007,26627,85,LTD,85,LCC/Springfield,,3,Bus,,,,,,12/02/2024,0.0731359418463212
986,00007,26628,91,LTD,91,McKenzie Bridge,,3,Bus,,,,,,12/02/2024,1.06845331255103
987,00007,26629,91,LTD,91,McKenzie Bridge,,3,Bus,,,,,,12/02/2024,1.0727972821681
988,00007,26630,91,LTD,91,McKenzie Bridge,,3,Bus,,,,,,12/02/2024,1.07077059194861
989,00007,26631,91,LTD,91,McKenzie Bridge,,3,Bus,,,,,,12/02/2024,1.06737519189622
990,00007,26632,91,LTD,91,McKenzie Bridge,,3,Bus,,,,,,12/02/2024,1.05791250756053
991,00007,26633,92,LTD,92,Lowell/LCC,,3,Bus,,,,,,12/02/2024,0.419171891787413
992,00007,26634,92,LTD,92,Lowell/LCC,,3,Bus,,,,,,12/02/2024,0.386383602092466
993,00007,26635,92,LTD,92,Lowell/LCC,,3,Bus,,,,,,12/02/2024,0.409151568530301
994,00007,26636,92,LTD,92,Lowell/LCC,,3,Bus,,,,,,12/02/2024,0.411968507784551
995,00007,26637,93,LTD,93,Veneta,,3,Bus,,,,,,12/02/2024,0.276450600582036
996,00007,26638,93,LTD,93,Veneta,,3,Bus,,,,,,12/02/2024,0.224200005500757
997,00007,26639,95,LTD,95,Junction City,,3,Bus,,,,,,12/02/2024,0.247295265723794
998,00007,26640,95,LTD,95,Junction City,,3,Bus,,,,,,12/02/2024,0.251868464319806
999,00007,26641,96,LTD,96,Coburg,,3,Bus,,,,,,12/02/2024,0.157209657672053
1000,00007,26642,96,LTD,96,Coburg,,3,Bus,,,,,,12/02/2024,0.168443389678239
1001,00007,26643,98,LTD,98,Cottage Grove,,3,Bus,,,,,,12/02/2024,0.353374162341689
1002,00007,26644,98,LTD,98,Cottage Grove,,3,Bus,,,,,,12/02/2024,0.412603454316276
1003,00007,26645,98,LTD,98,Cottage Grove,,3,Bus,,,,,,12/02/2024,0.103151676380133
1004,00007,26646,98,LTD,98,Cottage Grove,,3,Bus,,,,,,12/02/2024,0.457630455017314
1005,00007,26647,98,LTD,98,Cottage Grove,,3,Bus,,,,,,12/02/2024,0.536604971583923
1006,00007,26753,01,LTD,01,Campbell Center,,3,Bus,,,,,,12/02/2024,0.018119262960354
1007,00007,26754,01,LTD,01,Campbell Center,,3,Bus,,,,,,12/02/2024,0.0170304862111278
1008,00007,26755,103,LTD,EmX,EmX,,3,Bus,,,,,,12/02/2024,0.0812823312880232
1009,00007,26756,103,LTD,EmX,EmX,,3,Bus,,,,,,12/02/2024,0.207366279316011
1010,00007,26757,103,LTD,EmX,EmX,,3,Bus,,,,,,12/02/2024,0.044237280965511
1011,00007,26758,103,LTD,EmX,EmX,,3,Bus,,,,,,12/02/2024,0.118670893624839
1012,00007,26759,103,LTD,EmX,EmX,,3,Bus,,,,,,12/02/2024,0.117534261859388
1013,00007,26760,103,LTD,EmX,EmX,,3,Bus,,,,,,12/02/2024,0.208903419951106
1014,00007,26761,103,LTD,EmX,EmX,,3,Bus,,,,,,12/02/2024,0.245948470273619
1015,00007,26762,103,LTD,EmX,EmX,,3,Bus,,,,,,12/02/2024,0.241779747462607
1016,00007,26763,103,LTD,EmX,EmX,,3,Bus,,,,,,12/02/2024,0.206094511236548
1017,00007,26764,103,LTD,EmX,EmX,,3,Bus,,,,,,12/02/2024,0.0441560981946525
1018,00007,26765,103,LTD,EmX,EmX,,3,Bus,,,,,,12/02/2024,0.079841334420712
1019,00007,26766,103,LTD,EmX,EmX,,3,Bus,,,,,,12/02/2024,0.0755939255847474
1020,00007,26767,103,LTD,EmX,EmX,,3,Bus,,,,,,12/02/2024,0.155457870544734
1021,00007,26768,11,LTD,11,Thurston,,3,Bus,,,,,,12/02/2024,0.103022056026029
1022,00007,26769,11,LTD,11,Thurston,,3,Bus,,,,,,12/02/2024,0.159182465665398
1023,00007,26770,12,LTD,12,Gateway,,3,Bus,,,,,,12/02/2024,0.0668240134872249
1024,00007,26771,12,LTD,12,Gateway,,3,Bus,,,,,,12/02/2024,0.0952615269514062
1025,00007,26772,12,LTD,12,Gateway,,3,Bus,,,,,,12/02/2024,0.141148437103947
1026,00007,26773,13,LTD,13,Centennial,,3,Bus,,,,,,12/02/2024,0.111490566108909
1027,00007,26774,13,LTD,13,Centennial,,3,Bus,,,,,,12/02/2024,0.116884920247391
1028,00007,26775,17,LTD,17,5th Street/Hayden Bridge,,3,Bus,,,,,,12/02/2024,0.0607233136572044
1029,00007,26776,17,LTD,17,5th Street/Hayden Bridge,,3,Bus,,,,,,12/02/2024,0.0548612629859925
1030,00007,26777,18,LTD,18,Mohawk,,3,Bus,,,,,,12/02/2024,0.0436199732970301
1031,00007,26778,18,LTD,18,Mohawk,,3,Bus,,,,,,12/02/2024,0.0615110517618956
1032,00007,26779,24,LTD,24,Donald,,3,Bus,,,,,,12/02/2024,0.0181789230784807
1033,00007,26780,24,LTD,24,Donald,,3,Bus,,,,,,12/02/2024,0.0617389525081492
1034,00007,26781,24,LTD,24,Donald,,3,Bus,,,,,,12/02/2024,0.0100214469551939
1035,00007,26782,24,LTD,24,Donald,,3,Bus,,,,,,12/02/2024,0.0656002723725498
1036,00007,26785,28,LTD,28,Hilyard,,3,Bus,,,,,,12/02/2024,0.0343702519206193
1037,00007,26786,28,LTD,28,Hilyard,,3,Bus,,,,,,12/02/2024,0.0759339752234882
1038,00007,26787,28,LTD,28,Hilyard,,3,Bus,,,,,,12/02/2024,0.0294826942687777
1039,00007,26788,28,LTD,28,Hilyard,,3,Bus,,,,,,12/02/2024,0.075520148398022
1040,00007,26789,33,LTD,33,Jefferson,,3,Bus,,,,,,12/02/2024,0.0802791590748281
1041,00007,26790,33,LTD,33,Jefferson,,3,Bus,,,,,,12/02/2024,0.0815336256084175
1042,00007,26791,36,LTD,36,West 18th Ave.,,3,Bus,,,,,,12/02/2024,0.0967409472104842
1043,00007,26792,36,LTD,36,West 18th Ave.,,3,Bus,,,,,,12/02/2024,0.064887364596298
1044,00007,26793,36,LTD,36,West 18th Ave.,,3,Bus,,,,,,12/02/2024,0.0992121334173116
1045,00007,26794,36,LTD,36,West 18th Ave.,,3,Bus,,,,,,12/02/2024,0.0985610380591627
1046,00007,26795,36,LTD,36,West 18th Ave.,,3,Bus,,,,,,12/02/2024,0.0963509093015196
1047,00007,26796,40,LTD,40,Echo Hollow,,3,Bus,,,,,,12/02/2024,0.129799628610575
1048,00007,26797,40,LTD,40,Echo Hollow,,3,Bus,,,,,,12/02/2024,0.114590582516309
1049,00007,26798,41,LTD,41,Barger/West 11th Ave.,,3,Bus,,,,,,12/02/2024,0.191065621366581
1050,00007,26799,41,LTD,41,Barger/West 11th Ave.,,3,Bus,,,,,,12/02/2024,0.19214558139957
1051,00007,26800,41,LTD,41,Barger/West 11th Ave.,,3,Bus,,,,,,12/02/2024,0.179770551061464
1052,00007,26801,41,LTD,41,Barger/West 11th Ave.,,3,Bus,,,,,,12/02/2024,0.165821187812033
1053,00007,26802,41,LTD,41,Barger/West 11th Ave.,,3,Bus,,,,,,12/02/2024,0.0803557544715286
1054,00007,26803,51,LTD,51,River Road,,3,Bus,,,,,,12/02/2024,0.134867741484044
1055,00007,26804,51,LTD,51,River Road,,3,Bus,,,,,,12/02/2024,0.0542618365761552
1056,00007,26805,51,LTD,51,River Road,,3,Bus,,,,,,12/02/2024,0.096668827991868
1057,00007,26806,52,LTD,52,Irving,,3,Bus,,,,,,12/02/2024,0.125520769982101
1058,00007,26807,52,LTD,52,Irving,,3,Bus,,,,,,12/02/2024,0.141683115938974
1059,00007,26808,52,LTD,52,Irving,,3,Bus,,,,,,12/02/2024,0.113967925664327
1060,00007,26809,55,LTD,55,North Park,,3,Bus,,,,,,12/02/2024,0.139840220980813
1061,00007,26810,55,LTD,55,North Park,,3,Bus,,,,,,12/02/2024,0.130787582432648
1062,00007,26811,66,LTD,66,VRC/Coburg Road,,3,Bus,,,,,,12/02/2024,0.100747381498288
1063,00007,26812,66,LTD,66,VRC/Coburg Road,,3,Bus,,,,,,12/02/2024,0.102072567275211
1064,00007,26813,66,LTD,66,VRC/Coburg Road,,3,Bus,,,,,,12/02/2024,0.0418128144703656
1065,00007,26814,66,LTD,66,VRC/Coburg Road,,3,Bus,,,,,,12/02/2024,0.113407875766101
1066,00007,26815,67,LTD,67,Coburg Road/VRC,,3,Bus,,,,,,12/02/2024,0.107775095447227
1067,00007,26816,67,LTD,67,Coburg Road/VRC,,3,Bus,,,,,,12/02/2024,0.0403041024790927
1068,00007,26817,67,LTD,67,Coburg Road/VRC,,3,Bus,,,,,,12/02/2024,0.0876491273400737
1069,00007,26818,67,LTD,67,Coburg Road/VRC,,3,Bus,,,,,,12/02/2024,0.103779093739819
1070,00007,26819,67,LTD,67,Coburg Road/VRC,,3,Bus,,,,,,12/02/2024,0.115915626670851
1071,00007,26820,79x,LTD,79x,UO/Kinsrow,,3,Bus,,,,,,12/02/2024,0.0230756276418591
1072,00007,26821,79x,LTD,79x,UO/Kinsrow,,3,Bus,,,,,,12/02/2024,0.0177518630962873
1073,00007,26822,81,LTD,81,LCC/Harris,,3,Bus,,,,,,12/02/2024,0.0999904266712023
1074,00007,26823,81,LTD,81,LCC/Harris,,3,Bus,,,,,,12/02/2024,0.103868076258117
1075,00007,26824,82,LTD,82,LCC/Pearl,,3,Bus,,,,,,12/02/2024,0.0902577185148719
1076,00007,26825,82,LTD,82,LCC/Pearl,,3,Bus,,,,,,12/02/2024,0.0870686078466659
1077,00007,26826,85,LTD,85,LCC/Springfield,,3,Bus,,,,,,12/02/2024,0.065879412450569
1078,00007,26827,85,LTD,85,LCC/Springfield,,3,Bus,,,,,,12/02/2024,0.0731359418463212
1079,00007,26828,91,LTD,91,McKenzie Bridge,,3,Bus,,,,,,12/02/2024,1.06845331255103
1080,00007,26829,91,LTD,91,McKenzie Bridge,,3,Bus,,,,,,12/02/2024,1.0727972821681
1081,00007,26830,91,LTD,91,McKenzie Bridge,,3,Bus,,,,,,12/02/2024,1.07077059194861
1082,00007,26831,91,LTD,91,McKenzie Bridge,,3,Bus,,,,,,12/02/2024,1.06737519189622
1083,00007,26832,91,LTD,91,McKenzie Bridge,,3,Bus,,,,,,12/02/2024,1.05791250756053
1084,00007,26833,92,LTD,92,Lowell/LCC,,3,Bus,,,,,,12/02/2024,0.419171891787413
1085,00007,26834,92,LTD,92,Lowell/LCC,,3,Bus,,,,,,12/02/2024,0.386383602092466
1086,00007,26835,92,LTD,92,Lowell/LCC,,3,Bus,,,,,,12/02/2024,0.409151568530301
1087,00007,26836,92,LTD,92,Lowell/LCC,,3,Bus,,,,,,12/02/2024,0.411968507784551
1088,00007,26837,93,LTD,93,Veneta,,3,Bus,,,,,,12/02/2024,0.276450600582036
1089,00007,26838,93,LTD,93,Veneta,,3,Bus,,,,,,12/02/2024,0.224200005500757
1090,00007,26839,95,LTD,95,Junction City,,3,Bus,,,,,,12/02/2024,0.247295265723794
1091,00007,26840,95,LTD,95,Junction City,,3,Bus,,,,,,12/02/2024,0.251868464319806
1092,00007,26841,96,LTD,96,Coburg,,3,Bus,,,,,,12/02/2024,0.157209657672053
1093,00007,26842,96,LTD,96,Coburg,,3,Bus,,,,,,12/02/2024,0.168443389678239
1094,00007,26843,98,LTD,98,Cottage Grove,,3,Bus,,,,,,12/02/2024,0.353374162341689
1095,00007,26844,98,LTD,98,Cottage Grove,,3,Bus,,,,,,12/02/2024,0.412603454316276
1096,00007,26845,98,LTD,98,Cottage Grove,,3,Bus,,,,,,12/02/2024,0.103151676380133
1097,00007,26846,98,LTD,98,Cottage Grove,,3,Bus,,,,,,12/02/2024,0.457630455017314
1098,00007,26847,98,LTD,98,Cottage Grove,,3,Bus,,,,,,12/02/2024,0.536604971583923
1099,00007,2915,1107,184,,Diamond Express,,3,Bus,https://www.ltd.org/system-map/route_900/,9966,"(0, 153, 102)",08088a,"(8, 8, 138)",12/02/2024,0.820373420578236
1100,00007,2916,1107,184,,Diamond Express,,3,Bus,https://www.ltd.org/system-map/route_900/,9966,"(0, 153, 102)",08088a,"(8, 8, 138)",12/02/2024,0.88166339019588
1101,00007,8597,1107,184,,Diamond Express,,3,Bus,https://www.ltd.org/system-map/route_900/,9966,"(0, 153, 102)",08088a,"(8, 8, 138)",12/02/2024,0.830993952772259
1102,00007,8598,1107,184,,Diamond Express,,3,Bus,https://www.ltd.org/system-map/route_900/,9966,"(0, 153, 102)",08088a,"(8, 8, 138)",12/02/2024,0.871173363792068
1103,00007,p_2939,1125,185,,South Loop,,3,Bus,https://www.ltd.org/system-map/route_901/,0081c5,"(0, 129, 197)",0,"(0, 0, 0)",12/02/2024,0.171480944420483
1104,00007,p_2940,1124,185,,North Loop,,3,Bus,https://www.ltd.org/system-map/route_901/,429440,"(66, 148, 64)",0,"(0, 0, 0)",12/02/2024,0.0630967811882547
1105,00008;00058,580361,1,TRIMET,1,Vermont,,3,Bus,https://trimet.org/schedules/r001.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.191197638761385
1106,00008;00058,580362,1,TRIMET,1,Vermont,,3,Bus,https://trimet.org/schedules/r001.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.105730599968945
1107,00008;00058,580363,1,TRIMET,1,Vermont,,3,Bus,https://trimet.org/schedules/r001.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.180743221826692
1108,00008;00058,580364,2,TRIMET,FX2,Division,,3,Bus,https://trimet.org/schedules/r002.htm,61a744,"(97, 167, 68)",ffffff,"(255, 255, 255)",12/02/2024,0.294993409674644
1109,00008;00058,580365,2,TRIMET,FX2,Division,,3,Bus,https://trimet.org/schedules/r002.htm,61a744,"(97, 167, 68)",ffffff,"(255, 255, 255)",12/02/2024,0.294362709139831
1110,00008;00058,580366,2,TRIMET,FX2,Division,,3,Bus,https://trimet.org/schedules/r002.htm,61a744,"(97, 167, 68)",ffffff,"(255, 255, 255)",12/02/2024,0.299290541109908
1111,00008;00058,580367,2,TRIMET,FX2,Division,,3,Bus,https://trimet.org/schedules/r002.htm,61a744,"(97, 167, 68)",ffffff,"(255, 255, 255)",12/02/2024,0.298659840720629
1112,00008;00058,580368,4,TRIMET,4,Fessenden,,3,Bus,https://trimet.org/schedules/r004.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.194113020300248
1113,00008;00058,580369,4,TRIMET,4,Fessenden,,3,Bus,https://trimet.org/schedules/r004.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.194113019020662
1114,00008;00058,580370,4,TRIMET,4,Fessenden,,3,Bus,https://trimet.org/schedules/r004.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.199020180586436
1115,00008;00058,580371,6,TRIMET,6,Martin Luther King Jr Blvd,,3,Bus,https://trimet.org/schedules/r006.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.189783100134092
1116,00008;00058,580372,6,TRIMET,6,Martin Luther King Jr Blvd,,3,Bus,https://trimet.org/schedules/r006.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.189783100134092
1117,00008;00058,580373,6,TRIMET,6,Martin Luther King Jr Blvd,,3,Bus,https://trimet.org/schedules/r006.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.202505655278473
1118,00008;00058,580374,6,TRIMET,6,Martin Luther King Jr Blvd,,3,Bus,https://trimet.org/schedules/r006.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.202505655278473
1119,00008;00058,580376,8,TRIMET,8,Jackson Park/NE 15th,,3,Bus,https://trimet.org/schedules/r008.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.164011863738229
1120,00008;00058,580377,8,TRIMET,8,Jackson Park/NE 15th,,3,Bus,https://trimet.org/schedules/r008.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.102958782976459
1121,00008;00058,580378,8,TRIMET,8,Jackson Park/NE 15th,,3,Bus,https://trimet.org/schedules/r008.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.164011863738229
1122,00008;00058,580379,8,TRIMET,8,Jackson Park/NE 15th,,3,Bus,https://trimet.org/schedules/r008.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.0705521890984155
1123,00008;00058,580381,8,TRIMET,8,Jackson Park/NE 15th,,3,Bus,https://trimet.org/schedules/r008.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.0610530807617702
1124,00008;00058,580382,8,TRIMET,8,Jackson Park/NE 15th,,3,Bus,https://trimet.org/schedules/r008.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.0706646603656172
1125,00008;00058,580383,8,TRIMET,8,Jackson Park/NE 15th,,3,Bus,https://trimet.org/schedules/r008.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.0705521890984155
1126,00008;00058,580384,8,TRIMET,8,Jackson Park/NE 15th,,3,Bus,https://trimet.org/schedules/r008.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.164011863738229
1127,00008;00058,580385,8,TRIMET,8,Jackson Park/NE 15th,,3,Bus,https://trimet.org/schedules/r008.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.0345861862697817
1128,00008;00058,580386,8,TRIMET,8,Jackson Park/NE 15th,,3,Bus,https://trimet.org/schedules/r008.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.0556659012884907
1129,00008;00058,580387,8,TRIMET,8,Jackson Park/NE 15th,,3,Bus,https://trimet.org/schedules/r008.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.101197483388629
1130,00008;00058,580388,8,TRIMET,8,Jackson Park/NE 15th,,3,Bus,https://trimet.org/schedules/r008.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.115447493814726
1131,00008;00058,580389,8,TRIMET,8,Jackson Park/NE 15th,,3,Bus,https://trimet.org/schedules/r008.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.109568135521974
1132,00008;00058,580390,8,TRIMET,8,Jackson Park/NE 15th,,3,Bus,https://trimet.org/schedules/r008.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.135783669658411
1133,00008;00058,580391,8,TRIMET,8,Jackson Park/NE 15th,,3,Bus,https://trimet.org/schedules/r008.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.156863384677119
1134,00008;00058,580392,9,TRIMET,9,Powell Blvd,,3,Bus,https://trimet.org/schedules/r009.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.295906091010183
1135,00008;00058,580393,9,TRIMET,9,Powell Blvd,,3,Bus,https://trimet.org/schedules/r009.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.29945083875847
1136,00008;00058,580394,9,TRIMET,9,Powell Blvd,,3,Bus,https://trimet.org/schedules/r009.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.29977886494482
1137,00008;00058,580395,9,TRIMET,9,Powell Blvd,,3,Bus,https://trimet.org/schedules/r009.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.14877003723238
1138,00008;00058,580396,9,TRIMET,9,Powell Blvd,,3,Bus,https://trimet.org/schedules/r009.htm,084c8d,"(8, 76, 141)",ffffff,"(255, 255, 255)",12/02/2024,0.294700255291276
